Kinases (NCBI_Gene_symbol),Entrez Gene_ID (Kinase),description,type_of_gene,map_location, Substrate (NCBI_Gene_symbol),Entrez Gene_ID (Substrate),description,type_of_gene,map_location
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,MDFI,4188,MyoD family inhibitor,protein-coding,6p21
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,MLX,6945,"MLX, MAX dimerization protein",protein-coding,17q21.1
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,NEDD1,121441,"neural precursor cell expressed, developmentally down-regulated 1",protein-coding,12q23.1
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,MDM2,4193,"MDM2 oncogene, E3 ubiquitin protein ligase",protein-coding,12q14.3-q15
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,CBL,867,"Cbl proto-oncogene, E3 ubiquitin protein ligase",protein-coding,11q23.3
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,BCL3,602,B-cell CLL/lymphoma 3,protein-coding,19q13.1-q13.2
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,ASAP3,55616,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",protein-coding,1p36.12
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,EIF4ENIF1,56478,eukaryotic translation initiation factor 4E nuclear import factor 1,protein-coding,22q11.2
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,PLK1,5347,polo-like kinase 1,protein-coding,16p12.2
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,ZYX,7791,zyxin,protein-coding,7q32
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,GRK5,2869,G protein-coupled receptor kinase 5,protein-coding,10q26.11
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,NEK7,140609,NIMA-related kinase 7,protein-coding,1q31.3
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,ABI2,10152,abl-interactor 2,protein-coding,2q33
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,VHL,7428,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase",protein-coding,3p25.3
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,PPP1R13L,10848,"protein phosphatase 1, regulatory subunit 13 like",protein-coding,19q13.32
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,HCLS1,3059,hematopoietic cell-specific Lyn substrate 1,protein-coding,3q13
NEK9,91754,NIMA-related kinase 9,protein-coding,14q24.3,NEK6,10783,NIMA-related kinase 6,protein-coding,9q33.3-q34.11
NIM1,167359,serine/threonine-protein kinase NIM1,protein-coding,5p12,CRK,1398,v-crk sarcoma virus CT10 oncogene homolog (avian),protein-coding,17p13.3
NLK,51701,nemo-like kinase,protein-coding,17q11.2,PRKACA,5566,"protein kinase, cAMP-dependent, catalytic, alpha",protein-coding,19p13.1
NLK,51701,nemo-like kinase,protein-coding,17q11.2,LEF1,51176,lymphoid enhancer-binding factor 1,protein-coding,4q23-q25
NLK,51701,nemo-like kinase,protein-coding,17q11.2,CSRP3,8048,cysteine and glycine-rich protein 3 (cardiac LIM protein),protein-coding,11p15.1
NLK,51701,nemo-like kinase,protein-coding,17q11.2,TCF7L2,6934,"transcription factor 7-like 2 (T-cell specific, HMG-box)",protein-coding,10q25.3
NLK,51701,nemo-like kinase,protein-coding,17q11.2,SMAD4,4089,SMAD family member 4,protein-coding,18q21.1
NLK,51701,nemo-like kinase,protein-coding,17q11.2,HLCS,3141,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),protein-coding,21q22.13
NLK,51701,nemo-like kinase,protein-coding,17q11.2,SETDB1,9869,"SET domain, bifurcated 1",protein-coding,1q21
NLK,51701,nemo-like kinase,protein-coding,17q11.2,FOXO1,2308,forkhead box O1,protein-coding,13q14.1
NLK,51701,nemo-like kinase,protein-coding,17q11.2,NFATC4,4776,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",protein-coding,14q11.2
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,ASAP3,55616,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",protein-coding,1p36.12
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,ZCCHC2,54877,"zinc finger, CCHC domain containing 2",protein-coding,18q21.33
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,CSDC2,27254,"cold shock domain containing C2, RNA binding",protein-coding,22q13.2
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,MBNL3,55796,muscleblind-like splicing regulator 3,protein-coding,Xq26.2
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,NUDT4,11163,nudix (nucleoside diphosphate linked moiety X)-type motif 4,protein-coding,12q21
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,UBE2V1,7335,ubiquitin-conjugating enzyme E2 variant 1,protein-coding,20q13.2
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,PSMA6,5687,"proteasome (prosome, macropain) subunit, alpha type, 6",protein-coding,14q13
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,UBTD2,92181,ubiquitin domain containing 2,protein-coding,5q35.1
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,TRIM36,55521,tripartite motif containing 36,protein-coding,5q22.3
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,PSMA8,143471,"proteasome (prosome, macropain) subunit, alpha type, 8",protein-coding,18q11.2
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,PYCR1,5831,pyrroline-5-carboxylate reductase 1,protein-coding,17q25.3
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,SCP2,6342,sterol carrier protein 2,protein-coding,1p32
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,URI1,8725,"URI1, prefoldin-like chaperone",protein-coding,19q12
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,SRXN1,140809,sulfiredoxin 1,protein-coding,20p13
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,SMAD4,4089,SMAD family member 4,protein-coding,18q21.1
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,HLCS,3141,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),protein-coding,21q22.13
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,RAB5C,5878,"RAB5C, member RAS oncogene family",protein-coding,17q21.2
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,RUVBL2,10856,RuvB-like 2 (E. coli),protein-coding,19q13.3
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,TRIM26,7726,tripartite motif containing 26,protein-coding,6p21.3
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,FAM110A,83541,"family with sequence similarity 110, member A",protein-coding,20p13
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,KCNIP2,30819,Kv channel interacting protein 2,protein-coding,10q24
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,S100A11,6282,S100 calcium binding protein A11,protein-coding,1q21
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,ACO1,48,"aconitase 1, soluble",protein-coding,9p21.1
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,EGFR,1956,epidermal growth factor receptor,protein-coding,7p12
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,TIPIN,54962,TIMELESS interacting protein,protein-coding,15q22.31
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,TBC1D22A,25771,"TBC1 domain family, member 22A",protein-coding,22q13.3
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,PAXBP1,94104,PAX3 and PAX7 binding protein 1,protein-coding,21q21.3
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,MDM2,4193,"MDM2 oncogene, E3 ubiquitin protein ligase",protein-coding,12q14.3-q15
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,CC2D1A,54862,coiled-coil and C2 domain containing 1A,protein-coding,19p13.12
NPR2,4882,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),protein-coding,9p21-p12,DGCR8,54487,DGCR8 microprocessor complex subunit,protein-coding,22q11.2
NRBP1,29959,nuclear receptor binding protein 1,protein-coding,2p23,MBNL3,55796,muscleblind-like splicing regulator 3,protein-coding,Xq26.2
NRBP1,29959,nuclear receptor binding protein 1,protein-coding,2p23,HLCS,3141,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),protein-coding,21q22.13
NRBP2,340371,nuclear receptor binding protein 2,protein-coding,8q24.3,SOX10,6663,SRY (sex determining region Y)-box 10,protein-coding,22q13.1
NRBP2,340371,nuclear receptor binding protein 2,protein-coding,8q24.3,TRIP10,9322,thyroid hormone receptor interactor 10,protein-coding,19p13.3
NRBP2,340371,nuclear receptor binding protein 2,protein-coding,8q24.3,CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2
NRBP2,340371,nuclear receptor binding protein 2,protein-coding,8q24.3,PER3,8863,period circadian clock 3,protein-coding,1p36.23
NRBP2,340371,nuclear receptor binding protein 2,protein-coding,8q24.3,CBL,867,"Cbl proto-oncogene, E3 ubiquitin protein ligase",protein-coding,11q23.3
NTRK1,4914,"neurotrophic tyrosine kinase, receptor, type 1",protein-coding,1q21-q22,SHC3,53358,SHC (Src homology 2 domain containing) transforming protein 3,protein-coding,9q22.1
NTRK2,4915,"neurotrophic tyrosine kinase, receptor, type 2",protein-coding,9q22.1,KCNA3,3738,"potassium voltage-gated channel, shaker-related subfamily, member 3",protein-coding,1p13.3
NTRK2,4915,"neurotrophic tyrosine kinase, receptor, type 2",protein-coding,9q22.1,SHC3,53358,SHC (Src homology 2 domain containing) transforming protein 3,protein-coding,9q22.1
NTRK3,4916,"neurotrophic tyrosine kinase, receptor, type 3",protein-coding,15q25,PRKCD,5580,"protein kinase C, delta",protein-coding,3p21.31
NTRK3,4916,"neurotrophic tyrosine kinase, receptor, type 3",protein-coding,15q25,ETS1,2113,v-ets erythroblastosis virus E26 oncogene homolog 1 (avian),protein-coding,11q23.3
NTRK3,4916,"neurotrophic tyrosine kinase, receptor, type 3",protein-coding,15q25,ZHX1,11244,zinc fingers and homeoboxes 1,protein-coding,8q24.13
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,CDK2AP1,8099,cyclin-dependent kinase 2 associated protein 1,protein-coding,12q24.31
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,LATS1,9113,large tumor suppressor kinase 1,protein-coding,6q25.1
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,CASP6,839,"caspase 6, apoptosis-related cysteine peptidase",protein-coding,4q25
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,PRKACA,5566,"protein kinase, cAMP-dependent, catalytic, alpha",protein-coding,19p13.1
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,TP53,7157,tumor protein p53,protein-coding,17p13.1
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,PPP2R1B,5519,"protein phosphatase 2, regulatory subunit A, beta",protein-coding,11q23.2
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,MDM4,4194,Mdm4 p53 binding protein homolog (mouse),protein-coding,1q32
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,PPP1R12A,4659,"protein phosphatase 1, regulatory subunit 12A",protein-coding,12q15-q21
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,CSDE1,7812,"cold shock domain containing E1, RNA-binding",protein-coding,1p22
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,GNA12,2768,guanine nucleotide binding protein (G protein) alpha 12,protein-coding,7p22.2
NUAK1,9891,"NUAK family, SNF1-like kinase, 1",protein-coding,12q23.3,CHEK1,1111,checkpoint kinase 1,protein-coding,11q24.2
NUAK2,81788,"NUAK family, SNF1-like kinase, 2",protein-coding,1q32.1,LATS1,9113,large tumor suppressor kinase 1,protein-coding,6q25.1
OXSR1,9943,oxidative stress responsive 1,protein-coding,3p22.2,EEF1D,1936,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),protein-coding,8q24.3
OXSR1,9943,oxidative stress responsive 1,protein-coding,3p22.2,SLC12A3,6559,"solute carrier family 12 (sodium/chloride transporters), member 3",protein-coding,16q13
OXSR1,9943,oxidative stress responsive 1,protein-coding,3p22.2,RAP1A,5906,"RAP1A, member of RAS oncogene family",protein-coding,1p13.3
OXSR1,9943,oxidative stress responsive 1,protein-coding,3p22.2,SLC12A1,6557,"solute carrier family 12 (sodium/potassium/chloride transporters), member 1",protein-coding,15q15-q21.1
OXSR1,9943,oxidative stress responsive 1,protein-coding,3p22.2,SLC12A2,6558,"solute carrier family 12 (sodium/potassium/chloride transporters), member 2",protein-coding,5q23.3
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,MAPK7,5598,mitogen-activated protein kinase 7,protein-coding,17p11.2
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,BCL3,602,B-cell CLL/lymphoma 3,protein-coding,19q13.1-q13.2
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ARHGDIA,396,Rho GDP dissociation inhibitor (GDI) alpha,protein-coding,17q25.3
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,TBCB,1155,tubulin folding cofactor B,protein-coding,19q13.11-q13.12
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,AURKA,6790,aurora kinase A,protein-coding,20q13
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,DAXX,1616,death-domain associated protein,protein-coding,6p21.3
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,CTTN,2017,cortactin,protein-coding,11q13
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,IRF3,3661,interferon regulatory factor 3,protein-coding,19q13.3-q13.4
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,MAP3K7CL,56911,MAP3K7 C-terminal like,protein-coding,21q22.3
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,MAPK12,6300,mitogen-activated protein kinase 12,protein-coding,22q13.33
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,FGR,2268,Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog,protein-coding,1p36.2-p36.1
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,PHB2,11331,prohibitin 2,protein-coding,12p13
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,PLK1,5347,polo-like kinase 1,protein-coding,16p12.2
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,SPEN,23013,"spen homolog, transcriptional regulator (Drosophila)",protein-coding,1p36
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,RAF1,5894,v-raf-1 murine leukemia viral oncogene homolog 1,protein-coding,3p25
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,HIST1H3A,8350,"histone cluster 1, H3a",protein-coding,6p22.1
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ARHGEF2,9181,Rho/Rac guanine nucleotide exchange factor (GEF) 2,protein-coding,1q21-q22
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,RBM46,166863,RNA binding motif protein 46,protein-coding,4q32.1
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ZNF396,252884,zinc finger protein 396,protein-coding,18q12
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,PCBP1,5093,poly(rC) binding protein 1,protein-coding,2p13-p12
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ITGB3BP,23421,integrin beta 3 binding protein (beta3-endonexin),protein-coding,1p31.3
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,MAP2K1,5604,mitogen-activated protein kinase kinase 1,protein-coding,15q22.1-q22.33
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ARRDC4,91947,arrestin domain containing 4,protein-coding,15q26.3
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,MEN1,4221,multiple endocrine neoplasia I,protein-coding,11q13
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ZCCHC8,55596,"zinc finger, CCHC domain containing 8",protein-coding,12q24.31
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,CXXC1,30827,CXXC finger protein 1,protein-coding,18q12
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ESR1,2099,estrogen receptor 1,protein-coding,6q25.1
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,CSAG2,728461,"CSAG family, member 2",protein-coding,Xq28
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,MDM4,4194,Mdm4 p53 binding protein homolog (mouse),protein-coding,1q32
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,ARPC1B,10095,"actin related protein 2/3 complex, subunit 1B, 41kDa",protein-coding,7q22.1
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,MBNL3,55796,muscleblind-like splicing regulator 3,protein-coding,Xq26.2
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,PPP1R13L,10848,"protein phosphatase 1, regulatory subunit 13 like",protein-coding,19q13.32
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,EXOSC5,56915,exosome component 5,protein-coding,19q13.1
PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14,BAD,572,BCL2-associated agonist of cell death,protein-coding,11q13.1
