Approved	Alias
LINC02598	LINC02598
MIR2681	HSAMIR2681
RNU6570P	RNU6570P
UBASH3B	KIAA1959
TRIM49B	TR49B
MAP3K20	MLTKBETA
MTRNR2L9	MTRNR2L9
LRRC37A13P	LRRC37A13P
MTCYBP33	MTCYBP33
STAT1	STAT1
CSGALNACT1	CSGALNACT1
COL6A4P2	COL6A4P2
CAP1P1	CAP1P1
SLC25A34AS1	RP11169K16.4
CMAS	NEUA
TRUNDNNN31	TRUNDNNN31
TMEM182	TMEM182
GRAMD4P7	GRAMD4P7
KRT26	K1C26
CACNA2D1	CACNA2D1
CST6	CST6
CRIP1P1	CRIP1P1
DUX4L21	DUX4L21
SNORD1B	R38B
ENPP3	GP130RB136
DRAP1	DRAP1
LINC02423	LINC02423
FBXL8	FBXL8
LDHBP2	LDHBL2
TMEM126B	HT007
SLCO4A1AS1	SLCO4A1AS1
MIR1270	MIR12701
DFNB54	DFNB54
IL22	ZCYTO18
RN7SL272P	RN7SL272P
SUPT16H	FACTP140
ZNF560	ZN560
FAM32EP	FAM32EP
CHTOP	CHTOP
SREK1	SREK1
DCTPP1	XTP3TPA
SNORA3B	SNORA45
FAM240C	A0A1B0GUP9
CREB3	LUMAN
RNU61225P	RNU61225P
RPS20P27	RPS20P27
DLX2	DLX2
RNU61313P	RNU61313P
EPAS1	PASD2
C1QTNF8	UNQ5829
HAO2	HAOX2
IGFBP7AS1	IGFBP7AS1
PABX	PABX
MIR1296	MIR1296
KLRC1	KLRC1
RS1	RS1
COL12A1	COL12A1
NME8	TXND3
RASSF1AS1	RASSF1AS1
C2ORF16	DKFZP434G118
RNU6903P	RNU6903P
DSCR8	MMA1A
DUS4LBCAP29	DUS4LBCAP29
CACNB3	CACNB3
EIF1AX	EIF4C
PDZK1	NHERF3
ANKS3	KIAA1977
AP2A2	KIAA0899
DUXAP10	DUXAP10
LHB	HLHB
PRRT2	DKFZP547J199
RPL21P32	RPL21P32
MIR4796	MIR4796
TDRD15	TDR15
ADCY8	ADCY8
CSDC2	CSDC2
ZER1	ZER1
NAP1L4	NAP1L4
MAML3	MAML3
TRFGAA12	TRNAF7
CLEC12A	DCAL2
SCAND2P	SCAND2
SCARNA16	ACA47
ADAM21P1	ADAM21P1
C17ORF50	C17ORF50
LRRC55	LRRC55
CDC42BPG	KAPPA200
TAGAP	ARHGAP47
EEFSEC	EFSEC
B4GALT6	BETA4GALTVI
PRSS23	SPUVE
C7ORF26	C7ORF26
DMAP1	DNMAP1
PGM5AS1	LOC572558
OR11H2	O11H2
RNU6259P	RNU6259P
TRAV36DV7	TRAV36DV7
SH3GL1	SH3P8
SPACA5	PNPK6288
WDR64	FLJ32978
MRPS14	HSMRPS14
SIGLEC7	CD328
CADM2AS1	CADM2AS1
SLC6A10P	CT2
SERPINI1	NEUS
TRKCTT71	TRNALYSCTT71
AARSD1	H7C1K1
SRCAP	KIAA0309
SPDL1	SPDLY
LINC00302	NCRNA00302
CLEC20A	NCRNA00083
MIR6717	MIR6717
BAGE5	BAGE5
GPANK1	D6S54E
OR7E31P	OR7E31P
SETD4	C21ORF18
CPSF4	CPSF30
MTND1P24	MTND1P24
LRCH4	LRN
RNA5SP148	RN5S148
SUMO3	SMT3A
ELP1	TOT1
NPY4R	NPY4R
MEMO1	MEMO
ENPP7P4	ENPP7P4
OR7G3	OR7G3
ZNF749	ZN749
FRMD7	FRMD7
MIR5692C1	MIR5692C1
PROM1	RP41
KNOP1	101F10.1
ZSCAN21	ZIPRO1
CBWD6	OTTHUMG00000066820
UBA52	RL40
NTF4	GLC1O
GNG5P5	GNG5P5
DLGAP5	DLG7
MIR873	HSAMIR873
IL17RE	I17RE
KRTAP136P	KRTAP136P
OR2B4P	OR2B4P
TM9SF1	TM9SF1
RSRC2	RSRC2
ZSCAN22	ZSC22
TRPTGG34	TRPTGG34
RNU139P	RNU139P
CXCL11	ITAC
CEACAM6	CD66C
ZZZ3	ATAC1
RPRD1B	RPRD1B
TMEM41B	TM41B
MIR636	MIRN636
ST3GAL4	SIAT4C
CABS1	CABS1
DEFB136	DEFB137
ATXN7L3B	LNCSCA7
LINC00954	LINC00954
RNA5SP207	RN5S207
NADK2AS1	NADK2AS1
VARS2	VARSL
PPP1R9B	PPP1R9B
PLA1A	PSPLA1
HELT	MEGANE
UBE4A	KIAA0126
FRGCA	FRGCA
ABCD1	ALD
TLR6	TLR6
GDI1	MRX48
IL24	MOB5
CASC3	CASC3
SLC35B1	UGTREL1
LINC02480	LINC02480
PDCD1LG2	CD273
LINC002652P	LINC002652P
DDX21	GURDB
LINC01461	TCONS_00001552
SLC29A2	S29A2
GCFC2	TCF9
RNU242P	RNU242P
LY6G6F	NG32
CMD1B	CMD1B
FSIP2AS1	FSIP2AS1
MIR6728	MIR6728
DDX1	DBPRB
MAD1L1	HSMAD1
EIF5B	FLJ10524
DZANK1	ANKRD64
LNPK	UL
RPL21P84	RPL21P84
LINC01075	LINC01075
LRRFIP1	FLAP1
PKHD1	TIGM1
LINC00301	NCRNA00301
NKD2	NKD2
GPR150	GPR150
TRECTC131	TRNAE31P
SERTAD4AS1	C1ORF133
SNAI3	SMUC
HNRNPAB	HNRPAB
FAM27E5	MGC35151
ABCA12	ABCAC
LINC01844	LOC101926975
SIRPA	SIRP
SERINC4	SERINC4
CGN	KIAA1319
ZNF577	MGC4400
SDSL	SDSL
SNORA3A	SNORA45A
NPFF	NPFF
RTP3	TMEM7
TRBV68	TCRBV13S7P
PPIAP55	PPIAP55
SNORD21	U21
MIR4445	MIR4445
FMNL3	WBP3
RNU6299P	RNU6299P
LILRB3	HL9
DLEU1	DLEU1
KCTD20	MGC14254
SLURP2	SLURP2
SF3B6	HT006
IL10RBDT	IFNAR2AS1
SREK1	DKFZP564B176
FOXD1	FOXD1
TRLTAA21	TRNALEUTAA21
HECW1	KIAA0322
LINC00308	NCRNA00308
PTDSS1	PSSA
RPS25P4	RPS25P4
CFAP61	C20ORF26
HMBS	HMBS
MIR1181	MIR1181
ACTN4	FSGS1
RNF207	FLJ32096
AP5M1	FLJ10813
LINC01436	LINC01436
REPIN1	RIP60
KLHL42	KLHL42
RPL39	L39
MAPKBP1	NPHP20
H2BC4	H2BC4
CDC42	CDC42HS
MAPK6P1	ERK3PS1
TUBA3FP	TUBA3FP
SH3PXD2AAS1	SH3PXD2AAS1
IGHJ2	IGHJ2
CXCL2	CINC2A
LAMTOR3	LTOR3
MSX2P1	HPX5
EPPK1	EPIPL1
RNU728P	U7.28
TAF12	TAFII20
ST7	TSG7
CALB1	CALB1
EXO5	FLJ21144
PPP2R5C	2A5G
MIR6776	HSAMIR6776
PICART1	PICART1
HAAO	3HAO
FAIM2	KIAA0950
NANOGNB	NANGN
RBM45	FLJ44612
CPSF7	CPSF7
AS3MT	AS3MT
PLEKHG6	PKHG6
HMGN1P22	HMGN1P22
SNORD64	SNORD64
BAK1P2	BAK1P2
EEF1GP8	EEF1GP8
MS4A18	M4A18
UGT3A1	UD3A1
VIT	VIT
PEBP1	RKIP
SULT1B1	SULT1B1
TRIM38	RORET
MTX1P1	MTXP
PDIK1L	PDIK1L
IL9R	CD129
KCNMB3	KCNMB3
PDZD7	BA108L7.8
PPM1N	PPM1N
ST3GAL1P1	ST3GAL1P1
ZFYVE1	DFCP1
SRGAP3	WRP
DYNLT3P1	DJ531H16.2
NUDT5	HYSAH1
SET	SET
C18ORF25	MGC12909
TSPAN2	TSPAN2
LIPT1	LIPT
SPAG16DT	SPAG16DT
OR10G9	O10G9
PRIM1	PRI1
SDAD1P3	SDAD1P3
HCG4P8	HCGIV8
CACNG4	CCG4
OR10A5	OR10A1
SAMHD1	MG11
MAGEE1	MAGEE1
TFPI	TFPI1
MORF4L1	MO4L1
GRINA	HNRGW
MFN2	CMT2A2
UCHL1	PARK5
HSP90AA2P	HSP90AA2
AMFR	GP78
TPPP3	P25GAMMA
UBAC1	GBDR1
NCR3LG1	NR3L1
PARD6A	PAR6A
PRORSD1P	PRORSD1P
OCM	OCM1
OR51G1	OR51G1
HSPA4L	HSPA4L
OR4P4	OR4P4
PIK3R4	PIK3R4
RPS12P12	RPS12P12
RNF165	RNF111L2
CCDC36	CT74
HNRNPA1P47	HNRNPA1P47
ZNF141	ZN141
POC1BGALNT4	F8VZB3
VPS13C	KIAA1421
MTATP6P23	MTATP6P23
USH1E	USH1E
ACOT8	PTE1
AKR1B1P1	ALDRL1
RPL7P58	RPL7P58
EIF4H	IF4H
KRTAP97	KRTAP97
SEMA6A	SEM6A
SLC2A9	GLUTX
HMGN1P8	HMGN1P8
PLEKHA2	TAPP2
GPN3P1	GPN3P1
TC2N	C14ORF47
TRARG1	IFITMD3
ANKRD10	FLJ20093
CHRAC1	YCL1
PLAU	UPA
RPL27	RL27
NANOG	NANOG
SNRPN	SMN
TSEN34	SEN34
C3ORF38	MGC26717
MRPL58	DS1
AKR1E2	AKR1CL2
RNU6583P	RNU6583P
TAS2R15P	TAS2R15
MIR4495	HSAMIR4495
JAK2	JAK2
GAPDHP60	GAPDL4
MIB2	MIB2
KNTC1	ROD
DHX29	DHX29
ADGRE5	CD97
PCDHGB2	PCDGE
PAXIP1AS2	PAXIP1AS2
RNY4P30	RNY4P30
LINC00160	LINC00160
TMEM50A	SMP1
HPS6	FLJ22501
UHRF1BP1	DJ349A12.1
KCNJ12	KCJ12
ANKEF1	ANKE1
ATXN10	ATXN10
TMEM123	KCT3
C1ORF53	CA053
PEG10	MEF3L
PPP1R14BP1	PLCB3NP
KLF5	BTEB2
PPDPF	EXDPF
RNF169	RN169
OR4F2P	S191N21
ZBTB4	ZNF903
MKLN1AS	MKLN1AS2
RAB6CAS1	RAB6CAS1
TRVCAC111	TRVCAC111
LINC00686	LINC00686
IGHV146	IGHV146
C8ORF49	C8ORF49
PSMA7	PSA7
TOMM5	TOM5
HSPA13	HSPA13
KLHL11	KLH11
MED7	MED7
VN2R2P	VN2R2P
ERICH5	ERIC5
PLPP7	PLPP7
MCM10	MCM10
OR5B10P	OR1367
FAM83E	FAM83E
MAST3	MAST3
SLX1A	SLX1A
MIR585	MIR585
SEPTIN7	CDC3
IGLV43	LV403
MCRIP2P1	FAM195CP
SNRPGP5	SNRPGP5
RXRB	NR2B2
FDPSP9	FDPSP9
ABHD10	FLJ11342
HSD17B6	HSD17B6
IGHD215	IGHD215
LINC02392	LINC02392
RNU477P	RNU477P
ERVH6	ERVH6
NBEAL2	NBEL2
HNF1AAS1	FLJ38690
WWC2AS2	C4ORF38
TRIAAT71	TRNAI8
HEATR6	HEATR6
RNU14	HSD6
ZDHHC17	KIAA0946
RIPPLY2	DJ237I15.1
ZNF90P1	ZNF108P
SNX18P18	SNX18P18
PGBD3P2	PGBD3P2
PARVA	PARVA
KLHDC3	DJ20C7.3
HFM1	MER3
KIR2DL5B	KIR2DL5.2
RAD54L2	RAD54L2
C4ORF19	FLJ11017
CLDN17	CLDN17
MNX1AS1	MNX1AS1
DIO1	TXDI1
LINC01693	LINC01693
BCCIP	BCCIP
OR7A17	HTPCRX19
HS2ST1	KIAA0448
NACAD	NACAD
LINC01399	LINC01399
SRPK3	MSSK1
ZNF664	ZFOC1
TOR4A	FLJ20245
PDLIM4	PDLIM4
AARS1	ALARS
ENOPH1	ENOPH1
IGKV2D10	IGKV2D10
DGKZ	DGKZETA
ACSS1	ACECS2L
IDDM18	IDDM18
RNU6500P	RNU6500P
CSRP1	CYRP
TNFSF12TNFSF13	TNFSF12TNFSF13
RRN3	TIFIA
ATAD3B	TOB3
CD93	ECSM3
SERPINA9	SERPINA9
SRR	SRR
RNU6ATAC28P	RNU6ATAC28P
UBR2	BA49A4.1
HLAU	HLAU
SNRPN	SMD
PTGS1	PGHS1
PPIP5K2	DFNB100
RSL1D1	UTP30
MIR320B1	MIR320B1
BACH1	BACH1
CLSTN2	CDHR13
TM7SF3	TM7SF3
DDX23	PRPF28
CABP7	CABP7
RPS24	ES24
RAN	TC4
MED15P5	MED15P5
MIR659	HSAMIR659
FNBP1L	C1ORF39
DCAF5	WDR22
PLXNB1	PLXNB1
RN7SKP208	RN7SKP208
RNU6965P	RNU6965P
SLC4A1AP	NADAP
MZT2B	FLJ14346
TRNGTT165	TRNAN28
SERINC2	TDE2L
PEX5L	PEX5R
HPV18I1	HPV18I
MTND2P23	MTND2P23
GUSB	GUSB
IL1RAPL2	TIGIRR1
ATP6V0CP4	ATP6V0CP4
FOXG1	FKH2
OR1F1	OR1636
MIR4697HG	MIR4697HG
RPL23AP94	RPL23AP94
SPATA5	AFG2
GOLGA8CP	GOLGA8C
PSORS1C2	PSORS1C2
TRAV123	TCRAV12S3
ZNF135	ZNF78L1
RN7SKP268	RN7SKP268
CD300H	CD3CH
MTND5P16	MTND5P16
ZNF587	FLJ14710
NDUFAF2	B17.2L
GPR22	GPR22
SYNGAP1AS1	SYNGAP1AS
DEFB125	DEFB125
ELOCP20	ELOCP20
C15ORF41	HH114
MIR1255B2	MIR1255B2
HNRNPA1P75	HNRNPA1P75
UBXN10	FLJ25429
SNORD44	U44
HSD17B2	HSD17B2
RPL17P20	RPL17P20
KCNU1	KCNMC1
RNU6146P	RNU6146P
RN7SL628P	RN7SL628P
TRIR	TRIR
ADARB2	RED2
TBC1D22B	TBC1D22B
ESRRB	ESRL2
ABHD11	PP1226
DIP2B	DIP2B
NFAM1	CNAIP
TNFSF10	TL2
TULP2	TULP2
HILPDA	HILPDA
RPL12P9	RPL12P9
CHM	DXS540
IGKV1OR26	IGKV1OR26
CDC27P8	CDC27P8
IL13RA2	IL13BP
RNF31	FLJ10111
FMC1	FMC1
NUCKS1	NUCKS1
RPL30P7	RPL30P7
RNA5SP390	RNA5SP390
OR1F1	OR1F1
GOLGA8UP	GOLGA8UP
TRUNDNNN51	TRUNDNNN51
SNHG12	LINC00100
NKX26	NKX42
PGRMC2	PMBP
PITX3	PITX3
LINC01018	LINC01018
CTAGE15	CTAGE15
TRRACG13	TRRACG13
HBAP1	HBA3
RNU6251P	RNU6251P
UBE2G2	UBE2G2
DNAAF1	DNAAF1
POLR2M	GDOWN1
TOMM34	TOMM34
LYPLA2P3	LYPLA2P3
STXBP1	MUNC181
CHAMP1	C13ORF8
ADGRL1	CIRL1
AKAP4	AKAP82
COP1	RNF200
ERVW22	ERVW22
TYW1	MGC60291
CDKN2D	CDN2D
FAM161A	FAM161A
RPL22P14	RPL22P14
MIR4667	HSAMIR4667
HDAC7	DKFZP586J0917
PCDHACT	PCDHACT
SIRPG	SIRPG
MIR12332	HSAMIR12332
MIR4706	HSAMIR4706
TENM3	TEN3
SNORD11426	SNORD11426
HCFC1	MGC70925
POLR2H	RPB8
S1PR5	EDG8
RNU22P	RNU22P
SIGLEC7	QA79
KIF17	KIF3X
TPTEP1	TPTEP1
YBX1P1	YBX1P1
PCDH8	PCDH8
MMD	PAQRB
TRBV9	TCRBV1S1A1N1
LINC01006	MY040
RAB39A	RB39A
TRLCAG15	TRLCAG15
BMP4	BMP2B
ATP6V0B	HATPL
SLC39A13	S39AD
CT47A5	CT47.5
RN7SKP190	RN7SKP190
TRERF1	TREF1
PSMC1P7	PSMC1P7
LRATD1	FAM84A
MIR1197	MIR1197
RNA5SP425	RNA5SP425
HMGB3P21	HMGB3P21
JUN	JUN
MTCL1	MTCL1
NCOA1	BHLHE74
SPEF1	SPEF1A
LTB	TNFSF3
TRGTCC41	TRNAGLYTCC41
SNORD18C	U18C
GNB4	GNB4
KPNA7	KPNA7
PSMB8AS1	PSMB8AS1
ACSM2A	ACSM2A
RNU61270P	RNU61270P
PIRC51	PIRC51
BATF3	SNFT
GOT1	GOT1
ROBO4	ECSM4
TUBGCP4	GCP4
UBA3	UBA3
MED12	MED12
TPST2P1	TPST2P1
DHX32	FLJ10889
NCS1	NCS1
ATP5F1AP1	ATP5F1AP1
CCSER2	CCSE2
DSPP	DMP3
EEF1B2P2	EEF1B3
CWH43	PG2IP
KRT80	KRT80
MAPK13	MAPK13
ACTRT3	ACTT3
GXYLT1	FLJ43151
DRAXINP1	DRAXINP1
DNAAF4	EKN1
NDUFS7	NDUFS7
LINC02853	LINC02853
MIR770	HSAMIR770
PPIAP16	PPIP6
NDC80	HEC
GM2A	SAP3
VN1R28P	VN1R28P
NSFL1C	NSF1C
CRYBB3	CRYBB3
NAT16	NAT16
DPP3P1	DPP3P1
RAPGEF1	C3G
DNASE1L1	DNAS1L1
MIR46791	HSAMIR46791
TMEM209	FLJ14803
DTX3L	RNF143
KLHL40	KBTBD5
PCDHA14	CRNR3
TBL2	WSBETATRP
CAAP1	CAAP1
ADAMTS7P4	ADAMTS7P4
ABCA2	ABC2
H2BC11	H2BFR
MRPS17P3	MRPS17P3
ART1	ART2
OR7E21P	OR7E21P
RIPPLY3	RIPPLY3
H2AC13	H2AFC
PITPNA	PITPN
MRX6	MRX6
DEFB109E	DEFB109E
RAC1P2	RAC1P2
RPS3AP54	RPS3AP54
RPS27AP11	RPS27AP11
MIR191	MIRN191
PRPH2	TSPAN22
LEPROT	LEPROT
SPINK13	SPINK5L3
RPS15P5	RPS15P5
PHF8	KIAA1111
PPME1	PME1
MTRNR1	MTRNR1
KRT18P37	KRT18P37
GRAP2	GRF40
TRIM51GP	TRIM51GP
RBM26	PPP1R132
TEX26AS1	LINC00447
NOM1	SGD1
ATXN8OS	KLHL1AS
MIR1305	MIR1305
SERPINF2	ALPHA2PI
XPNPEP3	XPP3
NAV1	MGC14961
GRM4	GPRC1D
ASAP2	SHAG1
ZNF763	ZNF763
SUCLA2P1	SUCLA2P
RNU221P	RNU221P
MED4	TRAP36
BCRP5	BCRP5
PTPRC	CD45
SNORD111B	HSAMIR3647
GPR148	GP148
MIR1469	HSAMIR1469
MIR497	HSAMIR497
DENND2C	DEN2C
CDH13	CDH13
MIR4307	HSAMIR4307
SNORD126	SNORD126
HIGD1AP6	HIGD1AP6
VGLL1	VGLL1
DNAJC9AS1	BA537A6.3
SLC6A6	TAUT
INO80C	FLJ38183
RN7SKP166	RN7SKP166
UPF3B	UPF3BP2
RNU1105P	RNU1105P
SMIM10L2A	LINC00086
ALG12	CDG1G
RMDN1	FLJ20665
GOLGA6L11P	GOLGA6L15P
LINC00977	LINC00977
HCG22	HCG22
TRATGC11	TRNAA19
SEC14L2	KIAA1658
MRPS18B	MRPS18B
DACOR1	DACOR1
UBE2I	UBE2I
NOTCH3	NOTC3
ELOVL4	ELOVL4
HOXC9	HOXC9
CDK14	PFTAIRE1
MIR518A1	MIRN518A1
IL23A	SGRF
TPCN1	FLJ20612
FNDC1IT1	FNDC1IT1
KCNJ14	KIR2.4
SLC22A25	S22AP
IYD	DEHAL1
RNU6293P	RNU6293P
ADORA1	AA1R
DNAJB5P1	DNAJB5P1
CNOT6	CCR4A
TRPM1	CSNB1C
TRGGCC12	TRGGCC12
NEUROD6	NDF6
DTNA	DTN
GTPBP3	FLJ14700
LINC00208	LINC00208
RPS23P3	RPS23P3
LAT2	LAB
SLC12A1	S12A1
IGLJ6	A0A0A0MT93
ELP1	IKBKAP
TRVAAC41	TRNAVALAAC41
PCGF5	RNF159
PMM2	CDG1A
CLUHP4	KIAA0664P4
TTC4	MGC5097
ADRA2A	ADA2A
FABP5P3	TCAG_1781704
IFIT2	IFIT2
UBXN7	UBXN7
ARHGAP24	DKFZP564B1162
FASTKD1	FAKD1
EPB41L5	YRT
STAMBPL1	STAMBPL1
RN7SL330P	RN7SL330P
HSD11B1	SDR26C1
SPRY3	HSPRY3
HIGD1AP2	HIGD1AP2
MIR4302	HSAMIR4302
ACOT1	ACOT1
EPB41L4AAS1	EPB41L4AAS1
RPS20P5	RPS20P5
THAP12P5	PRKRIRP5
NPC2	NPC2
PRB2	PS
RNA5SP209	RN5S209
RNF167	RNF167
MCF2	MCF2
MIR767	MIR767
TNFRSF11A	LOH18CR1
FAM53C	FAM53C
TRKCTT121	TRKCTT121
CNGB1	RCNCB
DDIT4	DDIT4
ORC2	ORC2
PDZD8	FLJ34427
FOXD4L4	FOXD4L2
LDHAP7	LDHAL7
ATP6V1E1P1	ATP6V1E1P1
HNRNPA1P18	HNRNPA1P18
KRTAP52	KRTAP5.2
PRPF40A	HIP10
HMGN2P41	HMGN2P41
IGSF9	IGSF9
PILRA	FDF03
KRTAP171	KAP17.1
KALRN	DUET
OR5B1P	OR5B6
H19	MIR675HG
XAF1	XAF1
CINP	CINP
FOXN3AS1	FOXN3AS1
TREX1	DRN3
CELF2AS1	C10ORF31
ILRUN	FLJ22195
NDC80	NDC80
BCAR1	CRKAS
MIR1912	MIRN1912
RN7SL724P	RN7SL724P
ARPC3	ARC21
MIR6077	MIR60771
RNA5SP257	RN5S257
TRVCAC21	TRVCAC21
NINL	KIAA0980
MTND4P41	MTND4P41
SLITRK2	SLITL1
FMC1LUC7L2	FMC1LUC7L2
AMMECR1LP1	AMMECR1LP1
CXORF58	CXORF58
KCTD20	DJ108K11.3
DAAM1	KIAA0666
GDI1	MRX41
NPVF	RFRP
PIGP	DCRC
METTL3	SPO8
ZNF22	ZNF22
FAM187B	F187B
RPF1	BXDC5
SIRPA	MFR
PSMB7P1	PSMB7P1
MST1R	SEA
DMD	MRX85
RESF1	GET
ISCA1P3	ISCA1P3
STOX1	C10ORF24
AZIN2	KIAA1945
WSB1	DKFZP564B0482
RPEP5	RPEP5
CNKSR2	CNKR2
MYO19	FLJ22865
SNORA73A	SNORA73A
C7	CO7
TCIRG1	A3
CNEP1R1	NEPR1
ERVK35	HML6C12
FAM83D	FAM83D
MIR6082	MIR6082
ZIC1	ZIC1
LINC02043	LINC02043
LINC02008	LINC02008
BTF3P1	HUMBTFA
EEA1	EEA1
PPATP2	PPATP2
CELA3A	CELA3A
ECHDC2	ECHD2
EIF5A2P1	EIF5A2P1
OR6B1	OR73
MED19	MED19
UBE2E2	UB2E2
FCMTE3	FAME
BTN1A1P1	BTN1A1P1
LIPT1	LIPT1
FAM193B	FLJ10404
RNU637P	RNU637
SLC27A3	MGC4365
NET1	NET1A
TREML2	DJ238O23.1
NBPF3	AE2
EGFLAMAS1	LNCRNALOWEG
RUNX1T1	AML1T1
LINC01677	LINC01677
CFHR2	HFL3
HSPB1	HSPB1
FAM234B	FAM234B
IKZF1	HIK1
MYL12A	ML12A
UBE2W	UBC16
ZBTB12	ZBTB12
MIR3126	MIR3126
EIF3H	EIF3S3
LINC002663	NCRNA00266C
SNAPC2	SNAPC2
TRAPPC1	TRAPPC1
RN7SL284P	RN7SL284P
KIF22	KIF22
C8ORF44SGK3	C8ORF44SGK3
MYLK	SMMLCK
GCC2AS1	GCC2AS1
RGPD3	RGP3
NAALADL2AS1	NAALADL2AS1
ASPSCR1	UBXD9
DNAH17AS1	DNAH17AS1
CHRNB4	CHRNB4
STX17AS1	STX17AS1
MIR4785	MIR4785
ERP29	PDIA9
RNA5SP514	RNA5SP514
SMIM23	SMIM23
CCNQP3	FAM58DP
CLSTN1	CSTN1
FRA2F	FRA2F
LARGE1	LARG1
FGD4	ZFYVE6
RNU6597P	RNU6597P
TET3	MGC22014
ICA1	ICAP69
PLBD1AS1	PLBD1AS1
KRT18P55	KRT18P55
ZHX3	KIAA0395
RPL19P11	RPL19P11
MRPL57	RT63
CHST10	CHST10
ADAM7	GP83
CD109	CD109
MIR3184	MIR3184
CAMSAP3	KIAA1543
KLK7	PRSS6
HTRA2	HTRA2
RPL7AP11	RPL7AP11
LINC00685	CXYORF10
SPINK4	MGC133107
SIK1	SNF1LK
HDAC4	HA6116
CCDC189	CCDC189
CCZ1	CGI43
MIR5194	HSAMIR5194
REV1	REV1L
CIITA	MHC2TA
IGF2R	CD222
ZRSR2P1	ZRSR1
TEX13B	TX13B
RPS6P18	RPS6P18
PPDPF	C20ORF149
CAPN6	CAPNX
CYP3A5	CYP3A5
CNPPD1	CNPD1
STXBP4	SYNIP
TMEM71	TMEM71
ZNF877P	ZNF877P
RABL6	RBEL1
NME3	DRNM23
ACTL9	ACTL9
INIP	INIP
ADAM29	ADA29
SLC16A8	MOT3
RNVU18	RNVU18
SLC35C2	OVCOV1
GABRB2	GBRB2
NRBF2	NRBF2
C12ORF76	C12ORF76
LDLRAD4	C18ORF1
NUP85	FLJ12549
ZNF791	ZN791
FA2H	FLJ25287
ART4	NAR4
SNORD69	HBII210
SMYD2	KMT3C
ISL2	ISL2
CYP4Z2P	FLJ40054
SNORD111	SNORD111
LINC01028	LINC01028
TADA3	TADA3
ACO2	ACON
RN7SKP226	RN7SKP226
SNX18P8	SNX18P8
MIR1249	MIR1249
OR2B11	OR2BB
GAPDHP30	GAPDHP30
TUT1	FLJ21850
LRP10	DKFZP564C1940
SMIM17	SIM17
NCKAP5L	KIAA1602
WDR90	C16ORF18
CDK12	KIAA0904
DDX23	PRP28
MYH14	KIAA2034
HIF1A	BHLHE78
KCNB2	KV2.2
TRKCTT22	TRKCTT22
TRIAAT111	TRIAAT111
SPANXA2OT1	FLJ36186
RNU748P	RNU748P
ZNF506	DKFZP761G1812
RNU1120P	RNU1120P
RNU6277P	RNU6277P
SLCO4C1	SLC21A20
TUSC1	TUSC1
GCSIR	GCSIR
SLC35E2A	SLC35E2A
MCRIP1	MCRIP
OTOR	MIAL
MAGEC2	HCA587
OR7E140P	OR7E140P
H16	HIST1H1T
FDX1P1	FDXP1
MIR1587	MIR1587
CCDC28B	MGC1203
HNRNPA3P1	HNRPA3
GH2	SOM2
CYP2C18	CYP2C17
NID1	NID
MCAM	HEMCAM
ACTG1P9	ACTG1P9
SGCG	DAGA4
PLXND1	PLXND1
EXOSC4	RRP41
RNU6368P	RNU6368P
OCRL	OCRL1
THG1L	FLJ11601
UPF3AP1	UPF3AP1
MIR1287	MIRN1287
TNFRSF9	CD137
EIF4EBP1	EIF4EBP1
HOXB2	HOXB2
OPRPN	PROL1
LAX1	LAX
MIR12	HSAMIR12
HCFC1	HFC1
REEP6	DP1L1
MIR4486	MIR4486
CACHD1	VWCD1
ATRN	ATRN
GPR149	R35
BRIP1	BRIP1
SINHCAFP2	SINHCAFP2
TRETTC101	TRNAE29P
TRBV75	TCRBV6S9P
SNORD54	SNORD54
RN7SL807P	RN7SL807P
ZNF846	ZN846
CPSF2	CPSF2
RPL41P5	RPL41P5
THRAP3	BCLAF2
RNA5SP39	RN5S39
TRAK2	KIAA0549
ZP3	ZP3B
TMEM247	TM247
C1ORF146	CA146
EIF3LP1	EIF3EIPP1
ARLNC1	PRCAT47
C1ORF105	CA105
FSCN2	FSCN2
RNA5SP474	RN5S474
ZBTB38	ZBTB38
MRPS9	RT09
CENPW	CENPW
REG3A	REG3
TMEM158	P40BBP
MIR43152	MIR43152
DNAJA2	DNJ3
CCDC134	CCDC134
NUMBL	NUMBL
CCDC163	CCDC163P
RPL32P27	RPL32P27
SNX18P10	SNX18P10
EPGN	ALGV3072
PTPN11	NS1
NCAM2	MGC51008
USP17L11	U17LB
SYNPO2	SYNPO2
RNU61115P	RNU61115P
SERPINF2	C9JPV4
TUBB2A	TUBB2
MDP1	FN6PASE
SLAMF6P1	SLAMF6P1
SGIP1	DKFZP761D221
TRECTC51	TRNAE17
IGLC7	IGLC7
PCDHGCT	PCDHGC
HSPE1P20	HSPE1P20
TRBV112	TCRBV21S3A2N2T
ERVK27	ERVK27
ZNF449	ZSCAN19
PCDH11Y	PCDH22
VDAC1P6	VDAC1P6
LUZP4	LUZP4
RNU6695P	RNU6695P
OR13G1	O13G1
HIPK1	MYAK
ZBTB25	ZBTB25
ACO2	ACO2
WFDC6	DJ461P17.11
XPOTP1	DJ785G19.1
ZNF212	ZNF212
CCDC200	CCDC200
HCL2	HCL2
MYH13	MYHCEO
SETP21	SETP21
ARGFXP1	ARGFXP1
CDSN	G8JLG2
OR2H1	OR2H1
DENR	DENR
MYBPC2	MGC163408
GJB2	CX26
GEMIN5	GEMI5
